Nr;Art;Mag;KBN;Nazwa art. 1;Nr fabr;Nazwa art. 2;L/B;StanDost;Wart;OstRez;Dz;Dost;NrProc;Suf;Poz;TOK;CDS;MA Erf.;
421;5;130;ZKXX96024;RURA ODPŁYWOWA DO MISEK WISZ. KOŁO 30CM;96024;EGO, VARIUS, OVUM, PRECIOSA 2, 4U;B;1.000;;1161215;S;GEWA01;14271171;1;10000;STE;SCE;03675;
422;5;130;ZKXX96024;RURA ODPŁYWOWA DO MISEK WISZ. KOŁO 30CM;96024;EGO, VARIUS, OVUM, PRECIOSA 2, 4U;B;1.000;;1161215;S;GEWA01;14271171;1;22000;STE;SCE;03675;
423;5;130;#MWE;ZACZEP SC 187680;187680;;;200.000;;1140602;I;ERWR01;14017280;1;1000;STC;SCC;03748;
424;5;130;#DD1;ORING 130*3.5MM C330,C630 ECO;S103287;Cennik 01.03.2016;;2.000;;1170116;G;DDWR01;14274740;1;1000;SXC;SCC;03510;
425;5;130;#DD1;USZCZELKA KLAPY SPALIN (5 SZT.) C330-7,8;S103330;9,10;;1.000;;1170116;G;DDWR01;14274740;1;2000;SXC;SCC;03510;
426;5;130;#DD1;USZCZELKA POKRYWY PALNIKA C330,C630 ECO;S103266;Cennik 01.03.2016;;4.000;;1170116;G;DDWR01;14274740;1;3000;SXC;SCC;03510;
427;5;130;#DD1;ORING 180*3.5MM C330, C630 ECO;S103284;Cennik 01.03.2016;;2.000;;1170116;G;DDWR01;14274740;1;4000;SXC;SCC;03510;
428;5;130;#DD1;USZCZELKA ELEKTRODY ZAPŁONOWEJ (10SZT);S62105;9,10;;1.000;;1170116;G;DDWR01;14274740;1;5000;SXC;SCC;03510;
429;5;130;#DD1;ELEKTRODA JONIZACYJNA/ZAPŁONOWA C330,;S103262;C630 ECO;;1.000;;1170116;G;DDWR01;14274740;1;6000;SXC;SCC;03510;
430;5;130;ECOSUBTNSC;BATERIA TERMOSTATYCZNA ECOSTAT UNIVERSAL;13122000;NATRYSKOWA ŚCIENNA CHROM;B;1.000;;1160205;S;HATA01;14169525;1;1000;SXC;SCC;03679;
431;5;130;HR90;GŁOWICA HR90 5-30°C PROGRAMOWALNA;HR90EE;TERMOSTATYCZNA;B;1.000;;1170116;G;HOWA01;14279175;1;1000;STD;SCD;03852;
432;5;130;#FGAS1;BATERIA KUCHENNA ESSENCE CHROM 2 YET;30294000;Z WYC. WYLEWKĄ;;1.000;;1170118;S;GRHE01;14274057;1;1000;STF;SCF;03680;
433;5;130;UCP3RO103;ROZDZIELACZ 1" 3-OBW  Z NYPLAMI MOSIĄDZ;9994023;MP3;B;1.000;;1161003;I;UPSO01;14236819;1;1000;STA;SCA;03826;
434;5;130;GEMEKPZ2015;KOLANO PRZYŁ.DO ZBIOR.PODT.20x1/2"MEPLA;602276005;.;B;10.000;;1150505;I;GEWA01;14098360;1;18000;SXE;SCE;03513;
435;5;130;GEMETR503250;TRÓJNIK 50x32x50 MEPLA;626319005;.;B;5.000;;1150505;I;GEWA01;14098360;1;58000;SXE;SCE;03513;
436;5;130;#YYI;REWIZJA PŁYTOWA GŁADKA RP-150-D110;;UWAGA-KALK.OD C.ZAKUPU;;3.000;;1170118;I;KBKR01;14280251;1;1000;SXE;SCE;03513;
437;5;130;KTXMMS3CH;STEROWNIK DO GRZAŁKI TERMA KTX 3 M/MS;WEKT3KCROS;SYSTEM TERMA-SPLIT CHROM;B;1.000;;1170111;G;TEGD01;14276474;1;55000;STF;SCF;03332;
438;5;130;TMGRKTXEG04;ELEMENT GRZEJNY TERMA SPLIT TS  400W;WETS104KD;L=345MM;B;1.000;;1170111;G;TEGD01;14276474;1;60000;STF;SCF;03332;
439;5;130;KTXMMS3CH;STEROWNIK DO GRZAŁKI TERMA KTX 3 M/MS;WEKT3KCROS;SYSTEM TERMA-SPLIT CHROM;B;1.000;;1170111;G;TEGD01;14276474;1;61000;STF;SCF;03332;
440;5;130;TMGRKTXEG06;ELEMENT GRZEJNY TERMA SPLIT TS  600W;WETS106KD;L=375MM;B;1.000;;1170111;G;TEGD01;14276474;1;63000;STF;SCF;03332;
441;5;130;KTXMMS3CH;STEROWNIK DO GRZAŁKI TERMA KTX 3 M/MS;WEKT3KCROS;SYSTEM TERMA-SPLIT CHROM;B;1.000;;1170111;G;TEGD01;14276474;1;64000;STF;SCF;03332;
442;5;130;GEMEKO9026;KOLANO  90° 26 MEPLA;623271005;.;B;6.000;;1170119;I;GEWA01;14280364;1;10000;STC;SCC;03510;
443;5;130;GEMETR502650;TRÓJNIK 50x26x50 MEPLA;626317005;.;B;1.000;;1170119;I;GEWA01;14280364;1;19000;STC;SCC;03510;
444;5;130;GEMETR504050;TRÓJNIK 50x40x50 MEPLA;626321005;.;B;1.000;;1170119;I;GEWA01;14280364;1;20000;STC;SCC;03510;
445;5;130;GEMERE4020;REDUKCJA 40x20 MEPLA;625651005;.;B;2.000;;1170119;I;GEWA01;14280364;1;25000;STC;SCC;03510;
446;5;130;GEMEZL4032GZ;ZŁĄCZKA 40x11/4" GZ MEPLA;605538005;;B;2.000;;1170119;I;GEWA01;14280364;1;33000;STC;SCC;03510;
447;5;130;GEMEZL2015GZ;ZŁĄCZKA 20x1/2"  GZ MEPLA;612535005;;B;5.000;;1170119;I;GEWA01;14280364;1;34000;STC;SCC;03510;
448;5;130;GEMEK06510;KOŁNIERZ DN65 PN 16 MEPLA;63789;MOSIĄDZ;B;1.000;;1170119;I;GEWA01;14280364;1;38000;STC;SCC;03510;
449;5;130;MC4021236P;CIEPŁOMIERZ MC 402 1/2"   0.6M3/H POWRÓT;402WXXXXX1236POW;110MM Z ŚRUBUN.I MID;B;1.000;;1161103;G;KAWA01;14242619;1;7000;STE;SCE;03675;
450;5;130;#REHRV1;Rura grzewcza RAUTHERMEX DUO SDR 11;13522911001;50+50/162;;33.000;;1170111;G;REPR02;14277957;1;1000;STC;SCC;03510;
451;5;130;#REHRV1;Tuleja zaciskowa REHAU, SDR 11 50x4,6;11386931001;RURY I KSZT.SYSTEM PREIZOLOWANY;;8.000;;1170111;G;REPR02;14277957;1;2000;STC;SCC;03510;
452;5;130;#REHRV1;Kolano 90°, SDR 11 50x4,6;11691451001;RURY I KSZT.SYSTEM PREIZOLOWANY;;2.000;;1170111;G;REPR02;14277957;1;3000;STC;SCC;03510;
453;5;130;#REHRV1;Złączka przejściowa z gw.zewn., SDR11;11691431001;50x4,6-R11/2";;4.000;;1170111;G;REPR02;14277957;1;4000;STC;SCC;03510;
454;5;130;#REHRV1;Rura do wody pitnej RAUTHERMEX DUO SDR;12862041001;7,4 50+32/126;;33.000;;1170111;G;REPR02;14277957;1;5000;STC;SCC;03510;
455;5;130;#REHRV1;Tuleja zaciskowa REHAU, SDR 7,4 32x4,4;11371661001;RURY I KSZT.SYSTEM PREIZOLOWANY;;4.000;;1170111;G;REPR02;14277957;1;6000;STC;SCC;03510;
456;5;130;#REHRV1;Tuleja zaciskowa REHAU, SDR 7,4 50x6,9;11397711002;RURY I KSZT.SYSTEM PREIZOLOWANY;;4.000;;1170111;G;REPR02;14277957;1;7000;STC;SCC;03510;
457;5;130;#REHRV1;Złączka przejśc. REHAU z gwintem zewn.,;13660611001;SDR 7,4 32x4,4-R11/4";;2.000;;1170111;G;REPR02;14277957;1;8000;STC;SCC;03510;
458;5;130;#REHRV1;Złączka przejśc. REHAU z gwintem zewn.,;11681111001;SDR 7,4 50x6,9-R11/2";;2.000;;1170111;G;REPR02;14277957;1;9000;STC;SCC;03510;
459;5;130;#REHRV1;Kolanko 90° REHAU, SDR 7,4 32x4,4;13129881001;RURY I KSZT.SYSTEM PREIZOLOWANY;;1.000;;1170111;G;REPR02;14277957;1;10000;STC;SCC;03510;
460;5;130;#REHRV1;Kolanko 90° REHAU, SDR 7,4 50x6,9;11681531001;RURY I KSZT.SYSTEM PREIZOLOWANY;;1.000;;1170111;G;REPR02;14277957;1;11000;STC;SCC;03510;
461;5;130;GEMSCZL21712;ZŁĄCZKA 66,7x2 1/2" GZ C-STAHL;21712;MAPRESS STAL WĘGLOWA;B;1.000;;1170116;I;GEWA01;14279314;1;16000;STC;SCC;03510;
462;5;130;RFTGW201520;TRÓJNIK ZACISKANY GW 20x1/2"x20;06013205;MOSIĄDZ TWEETOP;B;10.000;;1161110;I;TWSZ01;14259683;1;1000;STE;SCE;03675;
463;5;130;SOC40265;ZAWÓR ZWROTNY 402 DN 65 PN16;149B2283;TMAX=100°C GRZYBKOWY KOŁNIERZOWY   SOCLA;B;1.000;;1161122;G;WAPF02;14260932;1;5000;STC;SCC;03510;
464;5;130;DANZBPANRAP;ZESTAW SET RA PROSTY;013G5164;PANDA RAS-C + RA-N + RLV-S PROSTY;B;2.000;;1170113;G;DACH10;14279602;1;3000;STD;SCD;03852;
465;5;130;WADKASAD17;ADAPTER TURBO PROSTY 60/100-80/125;825080430;DO ARISTON GENUS PREM.EVO;B;1.000;;1160606;G;WAWR01;14209086;1;2000;STC;SCC;03510;
466;5;130;EFI15;ZŁĄCZKA ŻELIWNA I 1/2";011500101;DO RUR STALOWYCH;B;10.000;;1170113;I;GEMA01;14265641;1;8000;STE;SCE;03513;
467;5;130;#HRZ5;REG.RÓŻNICY CIŚNIENIA TYP 4002 DN20;1400242;5-30KPA;;5.000;;1140826;G;HEWI01;14031014;1;3000;STE;SCE;03675;
468;5;130;RMPSKZ088;KOŁNIERZ ZACISKOWY PN16 88.9 STEEL;393088000;STAL WĘGLOWA;B;2.000;;1160108;I;RMMA01;14163717;1;6000;STA;SCA;03826;
469;5;130;CCKON338Y1;KONSOLA ŚCIENNA DO GRZEJNIKA SENIOR;103381;L= 65- 80MM (2 UCHWYTY + 2 WSPORNIKI);B;5.000;;1150410;G;WEVE01;14094742;1;10000;STC;SCC;03748;
470;5;130;GEMSCZL21712;ZŁĄCZKA 66,7x2 1/2" GZ C-STAHL;21712;MAPRESS STAL WĘGLOWA;B;3.000;;1161130;I;GEWA01;14263298;1;1000;SXE;SCE;03513;
471;5;130;RFTS40;TRÓJNIK ZACISKANY  40;06013013;MOSIĄDZ TWEETOP;B;2.000;;1161222;I;TWSZ01;14264310;1;9000;SH2;SHB;03631;
472;5;130;RFZGZ4032;ZŁĄCZKA ZACISKANA GZ 40x11/4";06011235;MOSIĄDZ TWEETOP;B;4.000;;1161222;I;TWSZ01;14264310;1;14000;SH2;SHB;03631;
473;5;130;SOC60140;ZAWÓR ZWROTNY 601 DN 40 11/2"GW PN10;149B2508;TMAX= 80°C GRZYBKOWY               SOCLA;B;2.000;;1131113;G;WAPF02;13070617;1;8000;STE;SCE;03675;
474;5;130;*FGSI;WĄŻ PRZYŁĄCZENIOWY;;UNISET CENNIK 2013 (01.01.2013);;1.000;;1170118;I;GRHE01;14278683;1;1000;STE;SCE;03648;
475;5;130;BNCHR1520;REDUKCJA CHROMOWANA 1/2"x3/4";5901844423053;;B;3.000;;1160621;I;WAWA01;14209713;1;34000;SXB;SCB;03648;
476;5;130;GEPERE0124;REDUKCJA HDPE CENTRYCZNA  75x 50;365560161;.;B;1.000;;1170120;I;GEWA01;14281367;1;25000;STC;SCC;03510;
477;5;130;SNPGL9035;ŁUK 90° DWUKIELICHOWY 35;110002A35;MIEDZIANY SANHAPRESS GAZ 10000 I 11000;B;1.000;;1160909;I;SALE01;14218489;1;3000;SXA;SCA;03821;
478;5;130;#OSCNA;ZESTAW ZAWOROWY DO INST.DWURUROWEJ;AZ1TP00GG00010A0;KĄTOWY;;1.000;;1131114;G;VNWA01;13135494;1;1000;STG;SCG;03747;
479;5;130;#BMEWS;PRZEDŁUŻKA DO WODOMIERZA DN.3/4" L=60MM;5907738164576;UWAGA-KALK.OD C.ZAKUPU;;1.000;;1140723;I;BMTR01;14027950;1;5000;SH2;SHB;03630;
480;5;130;*REMOS;NOŚNIK ZE ŚLIZGIEM DN32;;;;1.000;;1170120;I;REPR01;14279392;1;1000;STB;SCB;03737;
481;5;130;*REMOS;SEGMENT GNĄCY DN32          R128;;;;1.000;;1170120;I;REPR01;14279392;1;2000;STB;SCB;03737;
482;5;130;5090D12;KOLANO 90° DWUKIELICHOWE 12        CU;5090012000000;MIEDZIANE;B;10.000;;1140317;I;IBPO02;14000117;1;1000;SH2;SHA;03511;
483;5;130;#INS01;GRZAŁKA ELEKTRYCZNA HOT2 BIAŁA;INS01;S,ELECTRO,HEAT UP,BOUTIQUE;;1.000;;1110923;G;IPWL01;9051171;1;1000;SXB;SCB;03676;
484;5;130;*WAD004;E-OSŁONA 300;;;;1.000;;1080130;G;WAWR01;3263265;1;2000;TMP;TMP;03513;
485;5;130;*OV05;SAMOPRZYLEPNA SZYNA MOCUJĄCA DO RUR GRZE;1402581;JNYCH 16MM;;100.000;;1080130;G;OVST01;3263265;1;5000;TMP;TMP;03513;
486;5;130;#DV10;KOLANO 80/125 90 ST;08510100;Cennik 18.05.2014;;2.000;;1080130;G;VAWA01;3263265;1;19000;TMP;TMP;03513;
487;5;130;*VGSO;SYFON NATYNKOWY 11/4x32MM Z ŁUKIEM ODPŁ.;;MOSIĄDZ/CHROM;;1.000;;1090306;S;VIWA01;4764297;1;2000;S99;S99;03823;
488;5;130;#RCCE7;MECHANIZM 3/6L HALL;;CENNIK 01.04.2016;;1.000;;1110224;S;ROGW02;7987376;1;5000;TMP;TMP;03719;
489;5;130;#RCB2;BATERIA BIDETOWA MOAI;;CENNIK 01.02.2012;;1.000;;1110224;S;ROGW02;7987376;1;6000;TMP;TMP;03719;
490;5;130;#XX;NATRYSK BEZPIECZEŃSTWA ZESTAW KOMBINOW.;;4260;;1.000;;1110224;S;OCGD01;7987376;1;13000;TMP;TMP;03719;
491;5;130;*AFRA;ZAWÓR MIESZAJĄCY TERM. VTA272 GZ 1";;20÷40°C Kvs=3,6 DO OGRZEWANIA PODŁOG.;;2.000;;1110224;G;AFCZ01;7987376;1;19000;TMP;TMP;03719;
492;5;130;*AFRA;TZM VTA 272 20-40°C GWINT ZEW. 1" KVS 3;;(478FL);;2.000;;1110224;G;AFCZ01;7987376;1;21000;TMP;TMP;03719;
493;5;130;*AFRA;ZAWÓR MIESZAJĄCY TERM. VTA223 CPF 28MM;;20÷40°C Kvs=3,0;;3.000;;1110224;G;AFCZ01;7987376;1;22000;TMP;TMP;03719;
494;5;130;*WADT;RURA WYLOTOWA SPALINOWA TURBO 110MM L=1M;;WADEX;;5.000;;1111214;G;WAWR01;9520047;1;1000;TMP;TMP;03716;
495;5;130;*DA03A;PODWÓJNY KUREK KULOWY RLV-KS KĄTOWY 20;;3/4" NIKLOWANY;;117.000;;1160125;G;DACH10;13002200;1;28000;STB;SCB;03740;
496;5;130;RFR14B;RURA PEXB/AL/PEXB 14x2.0 200M WIELOW.;TTB1014;TWEETOP;B;200.000;;1120626;I;TWSZ01;10495130;1;1000;STE;SCE;03513;
497;5;130;GEPEZS35001;ZESTAW UZUPEŁNIAJĄCY TARASOWY;359635001;.;B;5.000;;1150505;I;GEWA01;14098201;1;1000;STE;SCE;03513;
498;5;130;ICONSP896BIA;SZAFKA PODUMYWALKOWA ICON 89x62x47.7;840390000;BIAŁY POŁYSK (DO UMW. 90);B;1.000;;1161220;S;GEWA01;14271171;1;3000;STE;SCE;03675;
499;5;130;ICONUM90K;UMYWALKA ICON 90x48.5 Z/O Z/P BIAŁA;124090600;KERATECT;B;1.000;;1161220;S;GEWA01;14271171;1;4000;STE;SCE;03675;
500;5;130;ICONSBN45BIA;SZAFKA BOCZNA ICON NISKA 45x60x47.7;840045000;BIAŁY POŁYSK;B;1.000;;1161220;S;GEWA01;14271171;1;7000;STE;SCE;03675;
501;5;130;ICONMWRK;MISKA WISZĄCA ICON LEJOWA RIMFREE BIAŁA;204060600;KOMPLETOWAĆ Z 96024 KERATECT;B;1.000;;1161220;S;GEWA01;14271171;1;8000;STE;SCE;03675;
502;5;130;ICONMWRK;MISKA WISZĄCA ICON LEJOWA RIMFREE BIAŁA;204060600;KOMPLETOWAĆ Z 96024 KERATECT;B;1.000;;1161220;S;GEWA01;14271171;1;21000;STE;SCE;03675;
503;5;130;CLAWP19090;WANNA PROSTOKĄTNA CLARISSA 190x90;XWP2690000;BIAŁA Z NOGAMI;B;1.000;;1161220;S;GEWA01;14271171;1;29000;STE;SCE;03675;
504;5;130;TRAFFICSU45BP;SZAFKA PODUMYWALKOWA TRAFFIC 43x62x34;89431000;BIAŁY POŁYSK (DO UMYWALKI L92145);B;1.000;;1161220;S;GEWA01;14271171;1;38000;STE;SCE;03675;
505;5;130;TRAFFICSL40;LUSTRO TRAFFIC 40x80x3;88421000;Z OŚWIETLENIEM LED;B;1.000;;1161220;S;GEWA01;14271171;1;41000;STE;SCE;03675;
506;5;130;ULTPR080CHA1AP;KABINA PÓŁOKRĄGŁA ULTRA 800x1950 (R45);OKPG80222003;SREBRNY POŁYSK/SZKŁO REFL. SCREEN GUARD;B;1.000;;1161220;S;GEWA01;14271171;1;47000;STE;SCE;03675;
507;5;130;CLAZAG;ZAGŁÓWEK DO WANNY ASYMETRYCZNEJ CLARISSA;SP006;GRAFITOWY DO WANNY 160 I 170;B;2.000;;1161220;S;GEWA01;14271171;1;51000;STE;SCE;03675;
508;5;130;HONTCH4VCH;GŁOWICA COSMOHEAD V 6-28°C RA      CHROM;1004822EE;TERMOSTATYCZNA DO GRZEJNIKÓW "V"-GC;B;3.000;;1161227;G;HOWA01;14274831;1;5000;STB;SCB;03740;
509;5;130;KHG714101510;KOLANO 60/100MM 90° (INSTALACJA) TURBO S;KHG71410151B;PLINY-POWIETRZE;B;3.000;;1170120;G;DDWR01;14282311;1;7000;STG;SCG;03737;
510;5;130;OD65E;FILTR DO WODY 21/2" SKOŚNY SIATKOWY;104120651610;ART 412 PN16 TMAX=120°C;B;2.000;;1161116;G;EFPO01;14259008;1;40000;STE;SCE;03513;
511;5;130;TCSIP242140;PRZYCISK TCAMBIA  PISUAR  BIAŁY ANTYBAKT;9242140;ERYJNY;B;1.000;;1151005;S;TEST01;14138981;1;2000;STC;SCC;03727;
512;5;130;BRXB956680;*USZCZELKA POKRYWY OTWORU REWIZYJNEGO DO;956680;BS 120/160 C;B;1.000;;1150924;G;BRRA01;14134817;1;1000;SXE;SCE;03513;
513;5;130;#BRXB;ADAPTER SPALINOWO-POWIETRZNY;998239;(Grupy rabatowe 21-41);;1.000;;1150908;G;BRRA01;14121915;1;1000;STE;SCE;03678;
514;5;130;ZZM65;ZAWÓR ZWROTNY 21/2"Z MOSIĘŻNYM GRZYBKIEM;040200650000;PHA-020 PN8 TMAX=100°C;B;2.000;;1160613;G;PEPO02;14210592;1;1000;STE;SCE;03675;
515;5;130;EURCBUSTXL;! BATERIA UMYWALKOWA EUROSMART COSMOP.;23325000;STOJĄCA M Z MECH.ZAM. CHROM;B;1.000;;1170110;S;GRHE01;14275210;1;3000;STB;SCB;03740;
516;5;130;EURCBBST;!BATERIA BIDETOWA EUROSMART COSMOP. STOJ;32839000;Z MECH.ZAM. CHROM;B;1.000;;1170110;S;GRHE01;14275210;1;4000;STB;SCB;03740;
517;5;130;FIXFEPWST;PRZYŁĄCZE WĘŻA FIXFIT E STOP Z ZAWOREM;27452000;ZWROTNYM Z ZAWOREM ODCINAJĄCYM CHROM;B;1.000;;1160620;S;HATA01;14209713;1;27000;SXB;SCB;03648;
518;5;130;VRG13150E;ZAWÓR VRG131 DN50 KVS=40.00 RP2;11603600;ZAWÓR MIESZAJĄCY 3 DROGOWY;B;1.000;;1150608;G;ESPO01;14109076;1;1000;STE;SCE;03513;
519;5;130;*GEXX;CZĘŚĆ ZAMIENNA GEBERIT 240501001;;;;1.000;;1131029;S;GEWA01;13025370;1;1000;STX;STX;03648;
520;5;130;GEXX24050000;CZĘŚĆ ZAMIENNA GEBERIT 240500001;240500001;GNIAZDO ZAWORU SPUSTOWEGO;B;1.000;;1131029;S;GEWA01;13025370;1;2000;STX;STX;03648;
521;5;130;*GEXX;CZĘŚĆ ZAMIENNA GEBERIT 240282001;;;;1.000;;1131029;S;GEWA01;13025370;1;3000;STX;STX;03648;
522;5;130;GEMSEZL31704;ZŁĄCZKA 18x1/2" GZ STAL SZLACHETNA;31704;MAPRESS;B;1.000;;1161215;I;GEWA01;14270767;1;8000;STE;SCE;03513;
523;5;130;TZOTZPCH;ZAWÓR ODCINAJĄCY GZ PRAWY CHROM;TGZOCR012;ZINTEGROWANY Z TRÓJNIKIEM;B;1.000;;1170105;G;TEGD01;14275210;1;8000;STB;SCB;03740;
524;5;130;#TMGR1;GRZAŁKA ELEKTRYCZNE ONE 600W CHROM;WEOKX06TCROU;KABEL SPIRALNY Z WTYCZKĄ;;1.000;;1170105;G;TEGD01;14275210;1;11000;STB;SCB;03740;
525;5;130;TZT50CKP1BI;ZAWÓR TERMOSTATYCZNY 50MM OŚ CYLINDER;TGZTBI009;GZ 1/2"-GZ 3/4" KĄTOWY PRAWY BIAŁY;B;1.000;;1170105;G;TEGD01;14269161;1;2000;SXC;SCC;03510;
526;5;130;TSLI;GŁOWICA TERMOSTATYCZNA SLIM  BIAŁA;TGGBI001;.;B;1.000;;1170105;G;TEGD01;14269161;1;3000;SXC;SCC;03510;
527;5;130;TADCAL20CH;ADAPTER NA ALUPEX CYLINDER GW 3/4" 16x2;TGACR015;CHROM;B;2.000;;1170105;G;TEGD01;14269161;1;4000;SXC;SCC;03510;
528;5;130;#OV05;WKŁADKA M30X1,5 DO GRZEJNIKA VNH;1654398;CENNIK 01.01.2016;;11.000;;1140821;G;OVST01;14035402;1;1000;STA;SCA;03826;
529;5;130;AQBGNK2020;GŁOWICA NATRYSKU AQUABLADE 200x200MM  1S;AQBSQ20CP;KWADRATOWA CHROM;B;1.000;;1170111;S;VACH01;14273362;1;18000;STF;SCF;03681;
530;5;130;ELERNSC;RAMIĘ NATRYSKU ELEMENTS ŚCIENNE 390MM;WGEFSAROCP;CHROM;B;1.000;;1170111;S;VACH01;14273362;1;19000;STF;SCF;03681;
531;5;130;RAKGP15;ZAWÓR RA-K DN15 1/2" PROSTY;013G3363;ZE ZŁĄCZKĄ, NAKRĘTKĄ I KOLANEM;B;5.000;;1150413;G;DACH10;14095229;1;1000;STA;SCA;03826;
532;5;130;RTDK20A;ZAWÓR ROZDZIELAJĄCY Z ODCIĘCIEM RA-K P;013G3367;SYSTEM 2-RUROWY PRZYŁĄCZE OD PODŁOGI;B;6.000;;1150413;G;DACH10;14095229;1;3000;STA;SCA;03826;
533;5;130;VGZO108519;ZAWÓR ODPŁYWOWY 11/2x70 Z KORKIEM,OGNIW.;108519;TWORZYWO/BIAŁY;B;2.000;;1151113;S;VIWA01;14150382;1;1000;STF;SCF;03332;
534;5;130;TADCAL20CH;ADAPTER NA ALUPEX CYLINDER GW 3/4" 16x2;TGACR015;CHROM;B;2.000;;1170105;G;TEGD01;14269245;1;5000;STB;SCB;03740;
535;5;130;JS40NK16ZB1;WODOMIERZ JS NK 16M3/H DN40 30°;614867010012;G2" 10L/IMP MASTER C+ R160;B;1.000;;1161014;I;POPO01;14093878;1;9000;STG;SCG;03740;
536;5;130;173BUSTMCC;BATERIA UMYWALKOWA TREOS 173 STOJĄCA;173011032;MAŁA Z/KORKIEM CLIK CLAK  CHROM;B;1.000;;1170119;S;TRDU01;14280491;1;1000;STF;STF;03681;
537;5;130;GEPEPL26261;PŁYTKA MONTAŻOWA PROSTOKĄTNA 1/2";362826261;.;L;4.000;;1140918;I;GEWA01;14039997;1;35000;STA;SCA;00001;
538;5;130;#NO1;WŁAZ ŻELINY NA RURĘ 160 A15 1.5T;132101516010;UWAGA-KALK.OD C.ZAKUPU WPISZ KOD;;2.000;;1170118;Z;NOPA02;14281390;1;17000;STE;SCE;03675;
539;5;130;ZMS32;ZAWÓR KULOWY WODA 11/4 ZE SPUSTEM MUFOWY;100650322010;RĄCZKA ART65RU TMAX=80°C PN25;B;2.000;;1161005;G;EFPO01;14231826;1;38000;STE;SCE;03513;
540;5;130;#BRBA1;KABEL ZAPŁONOWY ENERGY KOMFORT;;H;;2.000;;1141119;G;BABA01;14059240;1;1000;TMP;TMP;03740;
541;5;130;TWZV10CH;WIESZAK PUNKTOWY ZIP PIONOWY CHROM 10;WRWZIP009CRO;.;B;4.000;;1161213;G;TEGD01;14268251;1;1000;SXB;SCB;03332;
542;5;130;*WADT;ADAPTER TURBO ROZDZIELACZ II 60/100 2x80;;.;;1.000;;1150921;G;WAWR01;14134798;1;2000;STE;SCE;03513;
543;5;130;WBZGZ2520;ZŁĄCZKA Q&E GZ 25x3/4" MOSIĘŻNA PE-XA/RS;1047862;;L;5.000;;1150626;I;UPSO01;14114731;1;6000;STE;SCE;03513;
544;5;130;#WB;ZŁĄCZKA ŁĄCZĄCA PESZEL M7 25-28 MM;1062956;B1 RURY MP3,AKCES.RHC,PANELE,TABS 51%;;4.000;;1150626;I;UPSO01;14114731;1;11000;STE;SCE;03513;
545;5;130;VR323;MODUŁ KASKADOWY VR 32/3 DO KOTŁÓW ZE;0020139895;ZŁĄCZEM E-BUS, DO ZABUDOWY W KOTLE.;B;1.000;;1161124;G;VAWA01;14262874;1;2000;STA;SCA;03826;
546;5;130;RECOVAIRG15;GRZAŁKA WSTĘPNA 1.5KW DLA VAR 360/4;0020180799;.;B;1.000;;1161124;K;VAWA01;14262874;1;3000;STA;SCA;03826;
547;5;130;GEPEKO90110;KOLANO HDPE 90° 110;367088161;;B;2.000;;1161028;I;GEWA01;14251724;1;7000;STA;SCA;03826;
548;5;130;RFZGW3225;ZŁĄCZKA ZACISKANA GW 32x1";06011329;MOSIĄDZ TWEETOP;B;10.000;;1140128;I;TWSZ01;13391275;1;64000;SXE;SCE;03747;
549;5;130;*ZKCZ;ODPŁYW Z POKRYWĄ CHROMOWANĄ, ROZETA;;Z TWORZYWA;;1.000;;1161230;S;GEWA01;14162154;1;3000;SXB;SCB;03673;
550;5;130;TCCWLH319;CZUJNIK WILGOTNOŚCI WLH3-19;77840054;TECEFLOOR;B;1.000;;1170119;I;TEST01;14280070;1;1000;STD;SCD;03852;
551;5;130;AGS15NKGS;ZAWÓR POWROTNY COSMOCONTROL 2 1/2" K;10382;NIKLOWANY KĄTOWY                 SIMPLEX;B;1.000;;1170111;G;MELE01;14278992;1;3000;STD;SAN;03852;
552;5;130;KXNW27192;NASADKA Z KRATKA SZCZELINOWĄ D=120;27192;DO WYKŁADZIN PODŁOGOWYCH;B;1.000;;1140402;S;KEWA01;14001990;1;1000;STA;SCA;03826;
553;5;130;SLZKED1510;ZAWÓR KĄTOWY 1/2" Z ZACISKIEM EDITION;053200699;CHROM ROZETA;B;2.000;;1161222;S;SCWR01;14268721;1;1000;SXC;SCC;03681;
554;5;130;SLSU01505;SYFON UMYWALKOWY 1/4x11/4 QUAD BEZ GŁ.;015050699;CHROM SCHELL;B;1.000;;1160318;S;SCWR01;14181200;1;6000;STF;SCF;03332;
555;5;130;REMWO22;WIERTŁO OBŁE 22;172265;;B;1.000;;1151005;I;REPR01;14137444;1;2000;SH2;SHA;03630;
556;5;130;REMWP22;WIERTŁO PROSTE 22;172250;;B;1.000;;1151005;I;REPR01;14137444;1;3000;SH2;SHA;03630;
557;5;130;EV220B50B;ZAWÓR ELEKTROMAGNETYCZNY EV220B 50 NC;032U7150;2"GW   KV40,0 EPDM 0,30-16BAR BEZ CEWKI;B;1.000;;1170112;G;DACH10;14278041;1;1000;STC;SCC;03510;
558;5;130;BE230AS;CEWKA BE230AS 10W  230V AC 50HZ;018F6701;;B;1.000;;1170112;G;DACH10;14278041;1;2000;STC;SCC;03510;
559;5;130;WRKRO32250;KRÓCIEC STALOWY OCYNK 2 GWINT 11/4" 250;WRKRSO032F;OCYNKOWANY;B;2.000;;1140901;I;RYBY01;14039259;1;23000;TMP;TMP;03514;
